Trade_ID,Product_ID,Year_ID,TradeType_ID,Trade_Value,Share_Percentage,Growth_Rate,Absolute_Change,Trade_Balance,Created_At
24351,6338,2,2,2.61,0,2.68,0.06,6.74,01-04-2023 00:00
24352,4628,2,2,16465.17,0.27,8.91,1346.53,-15557.41,01-04-2023 00:00
24353,4629,2,2,486.32,0.008,229.6,338.77,-314.71,01-04-2023 00:00
24354,4630,2,2,580.93,0.0095,-59.48,-852.61,364.3,01-04-2023 00:00
24355,4631,2,2,155.97,0.0026,-30.27,-67.72,-140.23,01-04-2023 00:00
24356,4632,2,2,0.3,0,129.04,0.17,-0.24,01-04-2023 00:00
24357,4633,2,2,31.09,0.0005,-27.31,-11.68,-30.93,01-04-2023 00:00
24358,6339,2,2,31.09,0.0005,-27.31,-11.68,-30.93,01-04-2023 00:00
24359,4634,2,2,16.14,0.0003,25.11,3.24,-14.41,01-04-2023 00:00
24360,6340,2,2,16.14,0.0003,25.11,3.24,-14.41,01-04-2023 00:00
24361,4635,2,2,541.58,0.0089,-27.89,-209.44,-512.19,01-04-2023 00:00
24362,6341,2,2,541.58,0.0089,-27.89,-209.44,-512.19,01-04-2023 00:00
24363,4636,2,2,1837.16,0.0301,17.23,270.06,-1641.23,01-04-2023 00:00
24364,6342,2,2,1837.16,0.0301,17.23,270.06,-1641.23,01-04-2023 00:00
24365,4637,2,2,37.64,0.0006,-21.72,-10.44,-32.89,01-04-2023 00:00
24366,4638,2,2,0.4,0,216.14,0.27,-0.4,01-04-2023 00:00
24367,6343,2,2,0.4,0,216.14,0.27,-0.4,01-04-2023 00:00
24368,4639,2,2,35.66,0.0006,-46.96,-31.58,-31.06,01-04-2023 00:00
24369,4640,2,2,19.71,0.0003,-49.55,-19.35,2.17,01-04-2023 00:00
24370,6344,2,2,19.71,0.0003,-49.55,-19.35,2.17,01-04-2023 00:00
24371,4641,2,2,16.3,0.0003,-17.24,-3.4,-13.31,01-04-2023 00:00
24372,4642,2,2,4759.36,0.078,12.03,510.89,-4589.37,01-04-2023 00:00
24373,6345,2,2,4759.36,0.078,12.03,510.89,-4589.37,01-04-2023 00:00
24374,4643,2,2,1981.45,0.0325,10.32,185.32,-1827.89,01-04-2023 00:00
24375,4644,2,2,400.09,0.0066,-23.22,-120.97,-368.42,01-04-2023 00:00
24376,6346,2,2,400.09,0.0066,-23.22,-120.97,-368.42,01-04-2023 00:00
24377,4645,2,2,449.3,0.0074,0.94,4.18,-432.51,01-04-2023 00:00
24378,4646,2,2,258.64,0.0042,-28.8,-104.64,-254.96,01-04-2023 00:00
24379,4647,2,2,331.2,0.0054,-4.83,-16.82,-286.31,01-04-2023 00:00
24380,4648,2,2,233.79,0.0038,-52.48,-258.16,-73.57,01-04-2023 00:00
24381,4649,2,2,964.86,0.0158,-13.82,-154.69,-783.86,01-04-2023 00:00
24382,6347,2,2,964.86,0.0158,-13.82,-154.69,-783.86,01-04-2023 00:00
24383,4650,2,2,10252.63,0.1681,2.85,284.51,-8343.44,01-04-2023 00:00
24384,4651,2,2,181.95,0.003,28.15,39.97,-103.47,01-04-2023 00:00
24385,4652,2,2,272.84,0.0045,-15.1,-48.51,-214.44,01-04-2023 00:00
24386,4653,2,2,364.11,0.006,16.27,50.94,-287.33,01-04-2023 00:00
24387,4654,2,2,693.14,0.0114,5.48,36.03,-436.49,01-04-2023 00:00
24388,4655,2,2,314.58,0.0052,-27.12,-117.06,-247.19,01-04-2023 00:00
24389,6348,2,2,314.58,0.0052,-27.12,-117.06,-247.19,01-04-2023 00:00
24390,4656,2,2,479.92,0.0079,-11.39,-61.66,-312.67,01-04-2023 00:00
24391,4657,2,2,835.75,0.0137,16.94,121.04,-569.73,01-04-2023 00:00
24392,4658,2,2,303.36,0.005,-45.5,-253.28,189.64,01-04-2023 00:00
24393,6349,2,2,303.36,0.005,-45.5,-253.28,189.64,01-04-2023 00:00
24394,4659,2,2,126.33,0.0021,45.6,39.56,-119.79,01-04-2023 00:00
24395,4660,2,2,1542.78,0.0253,22.57,284.07,-1520.83,01-04-2023 00:00
24396,4661,2,2,121.48,0.002,-9.52,-12.79,-115.95,01-04-2023 00:00
24397,4662,2,2,3124.52,0.0512,65.5,1236.55,-3104.36,01-04-2023 00:00
24398,4663,2,2,276.11,0.0045,52.32,94.84,194.99,01-04-2023 00:00
24399,4664,2,2,4544.13,0.0745,-10.53,-534.85,-4425.63,01-04-2023 00:00
24400,4665,2,2,87.37,0.0014,-2.85,-2.57,-75.99,01-04-2023 00:00
24401,4666,2,2,133.29,0.0022,0.61,0.81,-73.67,01-04-2023 00:00
24402,4667,2,2,511.33,0.0084,19.05,81.84,-417.02,01-04-2023 00:00
24403,4668,2,2,715.45,0.0117,14.77,92.1,-645.6,01-04-2023 00:00
24404,4669,2,2,537.19,0.0088,6.01,30.44,-455.65,01-04-2023 00:00
24405,6350,2,2,537.19,0.0088,6.01,30.44,-455.65,01-04-2023 00:00
24406,4670,2,2,28.18,0.0005,41.43,8.26,-24.46,01-04-2023 00:00
24407,6351,2,2,28.18,0.0005,41.43,8.26,-24.46,01-04-2023 00:00
24408,4671,2,2,92.61,0.0015,3.43,3.07,-89.01,01-04-2023 00:00
24409,6352,2,2,92.61,0.0015,3.43,3.07,-89.01,01-04-2023 00:00
24410,4672,2,2,1725.65,0.0283,15.66,233.59,-1581.66,01-04-2023 00:00
24411,6353,2,2,1725.65,0.0283,15.66,233.59,-1581.66,01-04-2023 00:00
24412,4673,2,2,73.31,0.0012,25.37,14.83,-50.1,01-04-2023 00:00
24413,4674,2,2,12769.57,0.2094,12.86,1455.02,-11671.22,01-04-2023 00:00
24414,4675,2,2,136.25,0.0022,20.94,23.59,-24.12,01-04-2023 00:00
24415,4676,2,2,89.6,0.0015,70.28,36.98,243.21,01-04-2023 00:00
24416,4677,2,2,181.85,0.003,301.18,136.52,379.37,01-04-2023 00:00
24417,4678,2,2,148.64,0.0024,-16.18,-28.7,27.07,01-04-2023 00:00
24418,4679,2,2,246.49,0.004,81.03,110.33,-130.88,01-04-2023 00:00
24419,6354,2,2,246.49,0.004,81.03,110.33,-130.88,01-04-2023 00:00
24420,4680,2,2,1477.4,0.0242,67.49,595.32,-381.26,01-04-2023 00:00
24421,6355,2,2,1477.4,0.0242,67.49,595.32,-381.26,01-04-2023 00:00
24422,4681,2,2,750.4,0.0123,18.29,116,-385.13,01-04-2023 00:00
24423,4682,2,2,1944.59,0.0319,27.89,424.06,287.26,01-04-2023 00:00
24424,4683,2,2,631.4,0.0104,10.65,60.75,-512.63,01-04-2023 00:00
24425,4684,2,2,1044.57,0.0171,14.5,132.31,-614.95,01-04-2023 00:00
24426,4685,2,2,2256.75,0.037,32.53,553.9,-1514.72,01-04-2023 00:00
24427,4686,2,2,3633.24,0.0596,8.7,290.78,-1618.47,01-04-2023 00:00
24428,4687,2,2,164.24,0.0027,17.19,24.09,-137.5,01-04-2023 00:00
24429,4688,2,2,4147.47,0.068,5.93,232.36,-3729.16,01-04-2023 00:00
24430,4689,2,2,404.29,0.0066,13.54,48.22,-234.1,01-04-2023 00:00
24431,4690,2,2,9334.28,0.1531,12.35,1026.18,-4446.13,01-04-2023 00:00
24432,4691,2,2,9267.55,0.152,15.59,1249.98,-2907.06,01-04-2023 00:00
24433,4692,2,2,1027.6,0.0169,130.97,582.7,428.47,01-04-2023 00:00
24434,4693,2,2,2375.35,0.039,-1.29,-31.08,1556.47,01-04-2023 00:00
24435,6356,2,2,2375.35,0.039,-1.29,-31.08,1556.47,01-04-2023 00:00
24436,4694,2,2,8689.18,0.1425,14.28,1085.64,-1329.44,01-04-2023 00:00
24437,4695,2,2,16.44,0.0003,1.11,0.18,-7.32,01-04-2023 00:00
24438,4696,2,2,266.3,0.0044,3.53,9.08,-168.66,01-04-2023 00:00
24439,4697,2,2,2.16,0,11.1,0.21,4.7,01-04-2023 00:00
24440,6357,2,2,2.16,0,11.1,0.21,4.7,01-04-2023 00:00
24441,4698,2,2,232.14,0.0038,5.99,13.13,-159.21,01-04-2023 00:00
24442,4699,2,2,10.3,0.0002,-18.81,-2.39,127.19,01-04-2023 00:00
24443,4700,2,2,24.87,0.0004,4.4,1.05,-3.54,01-04-2023 00:00
24444,4701,2,2,36.34,0.0006,-18.8,-8.42,-34.6,01-04-2023 00:00
24445,4702,2,2,34.1,0.0006,-15.11,-6.06,-32.7,01-04-2023 00:00
24446,4703,2,2,230.04,0.0038,11.68,24.06,-215.8,01-04-2023 00:00
24447,4704,2,2,223.66,0.0037,20.02,37.31,-204.81,01-04-2023 00:00
24448,4705,2,2,111.75,0.0018,2.26,2.47,-65.55,01-04-2023 00:00
24449,4706,2,2,387.38,0.0064,-13.3,-59.41,-81.59,01-04-2023 00:00
24450,4707,2,2,0.13,0,-2.72,-0.01,0.02,01-04-2023 00:00
24451,6358,2,2,0.13,0,-2.72,-0.01,0.02,01-04-2023 00:00
24452,4708,2,2,0.05,0,-31.57,-0.02,0.32,01-04-2023 00:00
24453,6359,2,2,0.05,0,-31.57,-0.02,0.32,01-04-2023 00:00
24454,4709,2,2,110.1,0.0018,25.09,22.08,-103.38,01-04-2023 00:00
24455,6360,2,2,110.1,0.0018,25.09,22.08,-103.38,01-04-2023 00:00
24456,4710,2,2,0.28,0,-30.34,-0.13,0.72,01-04-2023 00:00
24457,6361,2,2,0.28,0,-30.34,-0.13,0.72,01-04-2023 00:00
24458,4711,2,2,1.92,0,-20.44,-0.5,-1.3,01-04-2023 00:00
24459,4712,2,2,181.45,0.003,-43.29,-138.53,-170.55,01-04-2023 00:00
24460,4713,2,2,23.45,0.0004,142.74,13.79,-13.09,01-04-2023 00:00
24461,6362,2,2,23.45,0.0004,142.74,13.79,-13.09,01-04-2023 00:00
24462,4714,2,2,0.93,0,-95.87,-21.62,-0.4,01-04-2023 00:00
24463,4715,2,2,44.92,0.0007,-2.27,-1.04,-40.99,01-04-2023 00:00
24464,4716,2,2,1.27,0,7.83,0.09,0.9,01-04-2023 00:00
24465,4717,2,2,31.4,0.0005,-5.68,-1.89,-28.25,01-04-2023 00:00
24466,4718,2,2,3819.11,0.0626,13.51,454.67,-3727.26,01-04-2023 00:00
24467,4719,2,2,233.19,0.0038,-61.4,-370.93,-219.77,01-04-2023 00:00
24468,6363,2,2,233.19,0.0038,-61.4,-370.93,-219.77,01-04-2023 00:00
24469,4720,2,2,6776.91,0.1111,11.2,682.69,-6599.16,01-04-2023 00:00
24470,4721,2,2,467.5,0.0077,3.67,16.55,-443.31,01-04-2023 00:00
24471,4722,2,2,2587.9,0.0424,13.58,309.47,-2021.1,01-04-2023 00:00
24472,4723,2,2,13905.37,0.228,-9.32,-1429.36,-13635.99,01-04-2023 00:00
24473,4724,2,2,18263.35,0.2995,-49.46,-17870.46,-8800.56,01-04-2023 00:00
24474,4725,2,2,215.38,0.0035,-0.47,-1.03,-49.72,01-04-2023 00:00
24475,4726,2,2,36.21,0.0006,22.91,6.75,-34.22,01-04-2023 00:00
24476,4727,2,2,336,0.0055,19.93,55.84,-222.45,01-04-2023 00:00
24477,4728,2,2,1256.26,0.0206,13.5,149.38,-1193.38,01-04-2023 00:00
24478,4729,2,2,120.46,0.002,-14.64,-20.66,-69,01-04-2023 00:00
24479,4730,2,2,128117.09,2.1009,21.81,22939.37,-126668.73,01-04-2023 00:00
24480,6364,2,2,128117.09,2.1009,21.81,22939.37,-126668.73,01-04-2023 00:00
24481,4731,2,2,37480.14,0.6146,28.11,8224.65,-37185.86,01-04-2023 00:00
24482,4732,2,2,4499.2,0.0738,-7.59,-369.67,-4422.19,01-04-2023 00:00
24483,4733,2,2,37788.85,0.6197,19.27,6105.22,-37514.53,01-04-2023 00:00
24484,4734,2,2,726.43,0.0119,45.95,228.71,-671.23,01-04-2023 00:00
24485,4735,2,2,88.22,0.0014,-7.9,-7.57,-85.91,01-04-2023 00:00
24486,4736,2,2,399.19,0.0065,-7.66,-33.12,-331.62,01-04-2023 00:00
24487,4737,2,2,628.5,0.0103,87.26,292.88,-531.74,01-04-2023 00:00
24488,6365,2,2,628.5,0.0103,87.26,292.88,-531.74,01-04-2023 00:00
24489,4738,2,2,0.35,0,246.5,0.25,-0.2,01-04-2023 00:00
24490,4739,2,2,5660.78,0.0928,11.13,567.17,-4486.09,01-04-2023 00:00
24491,4740,2,2,907.49,0.0149,-0.73,-6.71,-689.28,01-04-2023 00:00
24492,4741,2,2,766.76,0.0126,14.27,95.77,1338.65,01-04-2023 00:00
24493,4742,2,2,523.5,0.0086,-3.52,-19.09,378.54,01-04-2023 00:00
24494,4743,2,2,995.16,0.0163,10.62,95.51,-658.25,01-04-2023 00:00
24495,4744,2,2,1015.22,0.0166,0.94,9.42,1943.29,01-04-2023 00:00
24496,6366,2,2,1015.22,0.0166,0.94,9.42,1943.29,01-04-2023 00:00
24497,4745,2,2,4707.09,0.0772,36.02,1246.62,-2608.7,01-04-2023 00:00
24498,4746,2,2,3689.59,0.0605,16.25,515.81,2361.56,01-04-2023 00:00
24499,4747,2,2,629.47,0.0103,-16.6,-125.28,4243.06,01-04-2023 00:00
24500,4748,2,2,276.4,0.0045,1.26,3.43,213.03,01-04-2023 00:00
24501,4749,2,2,298.56,0.0049,-24.46,-96.67,1540.61,01-04-2023 00:00
24502,4750,2,2,731.47,0.012,-15.38,-132.94,-719.43,01-04-2023 00:00
24503,4751,2,2,281.68,0.0046,9.55,24.55,-246.94,01-04-2023 00:00
24504,4752,2,2,743.11,0.0122,-13.49,-115.86,-690.36,01-04-2023 00:00
24505,4753,2,2,15.22,0.0002,150.14,9.14,-1.23,01-04-2023 00:00
24506,4754,2,2,102.63,0.0017,48.21,33.38,464.67,01-04-2023 00:00
24507,4755,2,2,990.16,0.0162,6.91,64.01,-219.41,01-04-2023 00:00
24508,4756,2,2,75.22,0.0012,67.62,30.34,-67.33,01-04-2023 00:00
24509,4757,2,2,1587.83,0.026,9.43,136.86,-1347.55,01-04-2023 00:00
24510,4758,2,2,418.32,0.0069,25.28,84.4,-62.99,01-04-2023 00:00
24511,4759,2,2,57.83,0.0009,-24.56,-18.83,-46.53,01-04-2023 00:00
24512,6367,2,2,57.83,0.0009,-24.56,-18.83,-46.53,01-04-2023 00:00
24513,4760,2,2,3634.87,0.0596,-2.72,-101.54,-3632.33,01-04-2023 00:00
24514,6368,2,2,3634.87,0.0596,-2.72,-101.54,-3632.33,01-04-2023 00:00
24515,6369,2,2,0.04,0,-85.74,-0.21,,01-04-2023 00:00
24516,4762,2,2,1.52,0,-82.79,-7.32,1.27,01-04-2023 00:00
24517,4763,2,2,0.05,0,-17.15,-0.01,0.04,01-04-2023 00:00
24518,6370,2,2,0.05,0,-17.15,-0.01,0.04,01-04-2023 00:00
24519,4764,2,2,1.2,0,1959.79,1.14,20.34,01-04-2023 00:00
24520,4765,2,2,0.01,0,-17.76,0,-0.01,01-04-2023 00:00
24521,6371,2,2,0.01,0,-17.76,0,-0.01,01-04-2023 00:00
24522,4766,2,2,0.08,0,-69.29,-0.17,0,01-04-2023 00:00
24523,4767,2,2,0.06,0,0,0.06,-0.06,01-04-2023 00:00
24524,6372,2,2,0.06,0,0,0.06,-0.06,01-04-2023 00:00
24525,4768,2,2,0.07,0,-62.83,-0.12,14.04,01-04-2023 00:00
24526,4769,2,2,2.23,0,-79.73,-8.75,-2.23,01-04-2023 00:00
24527,4770,2,2,19.31,0.0003,-24.39,-6.23,-19.31,01-04-2023 00:00
24528,4771,2,2,1.7,0,-55.98,-2.16,6.37,01-04-2023 00:00
24529,4772,2,2,4.57,0.0001,-67.79,-9.63,345.4,01-04-2023 00:00
24530,4773,2,2,157.98,0.0026,393.01,125.94,-33.3,01-04-2023 00:00
24531,4774,2,2,0.02,0,1885146.15,0.02,19.54,01-04-2023 00:00
24532,4775,2,2,579.6,0.0095,115.24,310.33,-460.46,01-04-2023 00:00
24533,6373,2,2,579.6,0.0095,115.24,310.33,-460.46,01-04-2023 00:00
24534,4776,2,2,177.89,0.0029,2148.15,169.98,-177.89,01-04-2023 00:00
24535,6374,2,2,177.89,0.0029,2148.15,169.98,-177.89,01-04-2023 00:00
24536,4777,2,2,0,0,0,-0.05,0.61,01-04-2023 00:00
24537,4780,2,2,0,0,0,-0.01,43.31,01-04-2023 00:00
24538,6375,2,2,0,0,0,-0.01,43.31,01-04-2023 00:00
24539,4781,2,2,86.38,0.0014,69.4,35.39,178.49,01-04-2023 00:00
24540,4782,2,2,31.39,0.0005,-4.38,-1.44,8.9,01-04-2023 00:00
24541,4783,2,2,48.31,0.0008,98.65,23.99,49.16,01-04-2023 00:00
24542,4784,2,2,2431.91,0.0399,-28.41,-965.03,-2281.82,01-04-2023 00:00
24543,4785,2,2,665.66,0.0109,16.67,95.14,-569.97,01-04-2023 00:00
24544,4786,2,2,38.84,0.0006,-40.93,-26.92,2.46,01-04-2023 00:00
24545,4787,2,2,103.74,0.0017,0.64,0.66,-53.86,01-04-2023 00:00
24546,4788,2,2,153.54,0.0025,10.33,14.38,210.17,01-04-2023 00:00
24547,4789,2,2,598.51,0.0098,-16.52,-118.46,-129.95,01-04-2023 00:00
24548,4790,2,2,121,0.002,7.66,8.61,-18.53,01-04-2023 00:00
24549,6376,2,2,121,0.002,7.66,8.61,-18.53,01-04-2023 00:00
24550,4791,2,2,1105.65,0.0181,29.03,248.76,-579.37,01-04-2023 00:00
24551,6377,2,2,1105.65,0.0181,29.03,248.76,-579.37,01-04-2023 00:00
24552,4792,2,2,0.08,0,-46.87,-0.07,36.93,01-04-2023 00:00
24553,4793,2,2,22.44,0.0004,-0.19,-0.04,387.58,01-04-2023 00:00
24554,6378,2,2,22.44,0.0004,-0.19,-0.04,387.58,01-04-2023 00:00
24555,4796,2,2,7.4,0.0001,49.69,2.46,-6.73,01-04-2023 00:00
24556,4797,2,2,24.08,0.0004,980.34,21.85,-20.14,01-04-2023 00:00
24557,4798,2,2,12.74,0.0002,-64.86,-23.53,466.42,01-04-2023 00:00
24558,4799,2,2,1.62,0,-98.09,-83.3,694.37,01-04-2023 00:00
24559,4800,2,2,46.44,0.0008,-29.56,-19.49,2181.02,01-04-2023 00:00
24560,6379,2,2,46.44,0.0008,-29.56,-19.49,2181.02,01-04-2023 00:00
24561,4801,2,2,1.59,0,-58.58,-2.24,4850.69,01-04-2023 00:00
24562,6380,2,2,1.59,0,-58.58,-2.24,4850.69,01-04-2023 00:00
24563,4802,2,2,2.19,0,-47.97,-2.01,1021.27,01-04-2023 00:00
24564,6381,2,2,2.19,0,-47.97,-2.01,1021.27,01-04-2023 00:00
24565,4803,2,2,18.15,0.0003,-39.19,-11.7,-17.75,01-04-2023 00:00
24566,4804,2,2,15.09,0.0002,88.69,7.09,1485.37,01-04-2023 00:00
24567,6382,2,2,15.09,0.0002,88.69,7.09,1485.37,01-04-2023 00:00
24568,6383,2,2,1.74,0,-11.54,-0.22,,01-04-2023 00:00
24569,4806,2,2,1.15,0,-72.3,-3,8.07,01-04-2023 00:00
24570,4807,2,2,32.08,0.0005,148.03,19.15,-25.35,01-04-2023 00:00
24571,4808,2,2,47.72,0.0008,25.75,9.78,-29.18,01-04-2023 00:00
24572,4809,2,2,12.82,0.0002,-65.47,-24.31,12087.14,01-04-2023 00:00
24573,6384,2,2,12.82,0.0002,-65.47,-24.31,12087.14,01-04-2023 00:00
24574,4810,2,2,29.93,0.0005,-46.16,-25.66,43122.45,01-04-2023 00:00
24575,6385,2,2,29.93,0.0005,-46.16,-25.66,43122.45,01-04-2023 00:00
24576,4811,2,2,1910.01,0.0313,17.52,284.7,2187.96,01-04-2023 00:00
24577,6386,2,2,1910.01,0.0313,17.52,284.7,2187.96,01-04-2023 00:00
24578,4812,2,2,1021.31,0.0167,3.39,33.49,-982.38,01-04-2023 00:00
24579,6387,2,2,1021.31,0.0167,3.39,33.49,-982.38,01-04-2023 00:00
24580,4813,2,2,7.53,0.0001,189.39,4.93,336.02,01-04-2023 00:00
24581,6388,2,2,7.53,0.0001,189.39,4.93,336.02,01-04-2023 00:00
24582,4814,2,2,13.07,0.0002,-71.73,-33.16,693.07,01-04-2023 00:00
24583,6389,2,2,13.07,0.0002,-71.73,-33.16,693.07,01-04-2023 00:00
24584,4815,2,2,267.88,0.0044,-56.82,-352.48,-221.21,01-04-2023 00:00
24585,6390,2,2,267.88,0.0044,-56.82,-352.48,-221.21,01-04-2023 00:00
24586,4816,2,2,824.82,0.0135,175.34,525.26,-784.93,01-04-2023 00:00
24587,6391,2,2,824.82,0.0135,175.34,525.26,-784.93,01-04-2023 00:00
24588,4817,2,2,0.39,0,0,0.39,-0.12,01-04-2023 00:00
24589,6392,2,2,0.39,0,0,0.39,-0.12,01-04-2023 00:00
24590,4818,2,2,98.46,0.0016,-40.19,-66.16,-92.67,01-04-2023 00:00
24591,6393,2,2,98.46,0.0016,-40.19,-66.16,-92.67,01-04-2023 00:00
24592,4819,2,2,2071.21,0.034,6.81,132.04,-1394.59,01-04-2023 00:00
24593,4820,2,2,0.09,0,-94.94,-1.61,6.7,01-04-2023 00:00
24594,6394,2,2,0.09,0,-94.94,-1.61,6.7,01-04-2023 00:00
24595,4821,2,2,435.95,0.0071,148.65,260.63,4618.89,01-04-2023 00:00
24596,4822,2,2,2.36,0,-53.71,-2.74,4556.11,01-04-2023 00:00
24597,4823,2,2,69.08,0.0011,113.01,36.65,1899.25,01-04-2023 00:00
24598,4824,2,2,31.24,0.0005,-83.38,-156.75,755.41,01-04-2023 00:00
24599,4825,2,2,3.1,0.0001,207.56,2.09,512.59,01-04-2023 00:00
24600,4826,2,2,0,0,0,-0.22,0,01-04-2023 00:00
24601,6395,2,2,0.56,0,0,0.56,,01-04-2023 00:00
24602,4827,2,2,0.75,0,0,0.75,9.38,01-04-2023 00:00
24603,4828,2,2,79.34,0.0013,1062.32,72.51,-67.04,01-04-2023 00:00
24604,4829,2,2,10.53,0.0002,-30.11,-4.54,0.46,01-04-2023 00:00
24605,4830,2,2,17.07,0.0003,75.42,7.34,-13.93,01-04-2023 00:00
24606,4831,2,2,1.81,0,-11.95,-0.25,38.95,01-04-2023 00:00
24607,4832,2,2,428.91,0.007,96.44,210.57,-392.01,01-04-2023 00:00
24608,4833,2,2,17.32,0.0003,202.97,11.6,34.16,01-04-2023 00:00
24609,4834,2,2,225.13,0.0037,37.2,61.04,112.35,01-04-2023 00:00
24610,4835,2,2,441.25,0.0072,109.87,231,1945.02,01-04-2023 00:00
24611,6396,2,2,441.25,0.0072,109.87,231,1945.02,01-04-2023 00:00
24612,4836,2,2,1147.98,0.0188,0.57,6.49,-977.11,01-04-2023 00:00
24613,4837,2,2,368.52,0.006,-24.71,-120.97,-151.04,01-04-2023 00:00
24614,4838,2,2,627.88,0.0103,6.21,36.7,591.53,01-04-2023 00:00
24615,4839,2,2,279.76,0.0046,0.21,0.58,135.17,01-04-2023 00:00
24616,4840,2,2,309.79,0.0051,39.19,87.22,-273.98,01-04-2023 00:00
24617,4841,2,2,5522.3,0.0906,7.03,362.84,-3532.79,01-04-2023 00:00
24618,4842,2,2,2658.71,0.0436,-0.05,-1.42,4524.98,01-04-2023 00:00
24619,4843,2,2,13391.43,0.2196,11.47,1377.8,-7741.44,01-04-2023 00:00
24620,4844,2,2,2546.78,0.0418,0.27,6.73,3092.7,01-04-2023 00:00
24621,6397,2,2,2546.78,0.0418,0.27,6.73,3092.7,01-04-2023 00:00
24622,4845,2,2,489.42,0.008,-18.42,-110.5,933.21,01-04-2023 00:00
24623,4846,2,2,1733.96,0.0284,25.77,355.33,602.23,01-04-2023 00:00
24624,4847,2,2,419.09,0.0069,1.8,7.42,220.73,01-04-2023 00:00
24625,4848,2,2,690.71,0.0113,-23.67,-214.24,1644.36,01-04-2023 00:00
24626,4849,2,2,1930.9,0.0317,18.68,303.86,-899.18,01-04-2023 00:00
24627,4850,2,2,1879.67,0.0308,3.74,67.7,473.66,01-04-2023 00:00
24628,4851,2,2,1806.17,0.0296,1.24,22.13,-734.76,01-04-2023 00:00
24629,4852,2,2,19404.2,0.3182,15.13,2549.77,10769.1,01-04-2023 00:00
24630,4853,2,2,26.07,0.0004,-43.44,-20.02,6.49,01-04-2023 00:00
24631,4854,2,2,89.02,0.0015,-46.96,-78.82,-77.43,01-04-2023 00:00
24632,4855,2,2,44.25,0.0007,3.38,1.45,69.92,01-04-2023 00:00
24633,4856,2,2,0.13,0,-88.24,-1.01,54.41,01-04-2023 00:00
24634,4857,2,2,13.04,0.0002,2.05,0.26,22538.02,01-04-2023 00:00
24635,6398,2,2,13.04,0.0002,2.05,0.26,22538.02,01-04-2023 00:00
24636,4858,2,2,124.17,0.002,129.79,70.13,3423.56,01-04-2023 00:00
24637,6399,2,2,124.17,0.002,129.79,70.13,3423.56,01-04-2023 00:00
24638,4859,2,2,73.55,0.0012,40.68,21.27,652.46,01-04-2023 00:00
24639,6400,2,2,73.55,0.0012,40.68,21.27,652.46,01-04-2023 00:00
24640,4860,2,2,369.78,0.0061,32.4,90.5,-369.18,01-04-2023 00:00
24641,6401,2,2,369.78,0.0061,32.4,90.5,-369.18,01-04-2023 00:00
24642,4861,2,2,11.96,0.0002,-94.15,-192.61,232.91,01-04-2023 00:00
24643,4862,2,2,0.74,0,-53.13,-0.85,6.06,01-04-2023 00:00
24644,4863,2,2,32.78,0.0005,-69.88,-76.03,565.85,01-04-2023 00:00
24645,4864,2,2,80.47,0.0013,-2.07,-1.7,207.38,01-04-2023 00:00
24646,4865,2,2,52.73,0.0009,-8.38,-4.83,-48.64,01-04-2023 00:00
24647,4866,2,2,3844.77,0.063,34.86,993.83,3660.63,01-04-2023 00:00
24648,4867,2,2,389.77,0.0064,90.09,184.73,-245.17,01-04-2023 00:00
24649,4868,2,2,198.11,0.0032,42.92,59.49,319.35,01-04-2023 00:00
24650,4869,2,2,38.96,0.0006,-19.32,-9.33,91.15,01-04-2023 00:00
24651,4870,2,2,24.67,0.0004,-1.73,-0.43,217.45,01-04-2023 00:00
24652,6402,2,2,24.67,0.0004,-1.73,-0.43,217.45,01-04-2023 00:00
24653,4871,2,2,56.12,0.0009,-2.01,-1.16,210.2,01-04-2023 00:00
24654,6403,2,2,56.12,0.0009,-2.01,-1.16,210.2,01-04-2023 00:00
24655,4872,2,2,2.65,0,44.87,0.82,34.53,01-04-2023 00:00
24656,4873,2,2,10.7,0.0002,9.35,0.91,120.03,01-04-2023 00:00
24657,4874,2,2,242.42,0.004,25,48.49,369.82,01-04-2023 00:00
24658,4875,2,2,104.59,0.0017,-6.49,-7.26,-103.44,01-04-2023 00:00
24659,4876,2,2,1.64,0,212.6,1.11,20.83,01-04-2023 00:00
24660,4877,2,2,0.59,0,-57.76,-0.81,32.59,01-04-2023 00:00
24661,6404,2,2,0.59,0,-57.76,-0.81,32.59,01-04-2023 00:00
24662,4878,2,2,0.32,0,173.29,0.2,66.09,01-04-2023 00:00
24663,4879,2,2,42.19,0.0007,-19.61,-10.29,53.23,01-04-2023 00:00
24664,4880,2,2,11.39,0.0002,-63.56,-19.86,4.23,01-04-2023 00:00
24665,4881,2,2,147.13,0.0024,19.59,24.1,-57.02,01-04-2023 00:00
24666,4882,2,2,366,0.006,-14.38,-61.45,1013,01-04-2023 00:00
24667,4883,2,2,1.78,0,-57.88,-2.44,4.2,01-04-2023 00:00
24668,6405,2,2,1.78,0,-57.88,-2.44,4.2,01-04-2023 00:00
24669,4884,2,2,170.01,0.0028,-21.35,-46.16,-169.33,01-04-2023 00:00
24670,4885,2,2,438.78,0.0072,-59.74,-651.02,-325.74,01-04-2023 00:00
24671,4886,2,2,677.91,0.0111,177.87,433.94,-676.52,01-04-2023 00:00
24672,6406,2,2,677.91,0.0111,177.87,433.94,-676.52,01-04-2023 00:00
24673,4887,2,2,2924.11,0.048,51.13,989.23,-2914.19,01-04-2023 00:00
