HSCode,Commodity,HS2,Product_ID,Industry_Category,Product_Type,Created_At
853910,SEALED BEAM LAMP UNITS,85,4695,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:10
853921,TUNGSTEN HALOGEN FILAMENT LAMP,85,4696,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:15
853922,"OTHER, OF A POWER NOT EXCEEDING 200 W AND FOR A VOLTAGE EXCEEDING 100 V",85,4697,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:20
853929,OTHR FILMNT LMPS EXCL U-V/INFRA-RED LAMPS,85,4698,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:25
853931,"FLUORESCENT,HOT CATHODE DISCHARGE LAMPS",85,4699,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:30
853932,MERCURY OR SODIUM VAPOUR LAMPS; METAL     HALIDE LAMPS.,85,4700,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:35
853939,"OTHR DISCHARGE LAMPS,OTHR THN ULTRA VIOLET LAMPS",85,4701,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:40
853941,ARC LAMPS,85,4702,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:45
853949,OTHR ULTRA VIOLET OR INFRA-RED LAMPS,85,4703,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:50
853951,Light-emitting diode(LED) modules,85,4704,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:31:55
853952,Light-emitting diode (LED) lamps,85,4705,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:00
853990,PARTS OF ARTICLES OF HEADING 8539,85,4706,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:05
854011,"CATHODE-RAY TV PICTURE TUBES,INCLUDNG     VIDEO MONITOR-CATHODE-RAY TUBES-COLOUR",85,4707,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:10
854012,"CATHODE-RAY TV PICTURE TUBES,INCL VIDEO   MONITOR CATHODE-RAY TUBES                 BLACK AND WHITE/OTHR MONOCHROME",85,4708,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:15
854020,TV CAMERA TUBES IMAGE CNVRTRS AND           INTENSFIRS;OTHR PHOTO-CATHODE TUBES,85,4709,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:20
854040,"DATA/GRAPHIC DISPLAY TUBES,COLOUR,WTH A   PHOSPHOR DOT SCREEN PITCH< 0.4 MM",85,4710,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:25
854060,OTHER CATHODE-RAY TUBES,85,4711,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:30
854071,MAGNETRONS,85,4712,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:35
854079,OTHR MICROWAVE TUBES(E.G. TRVLLNG WAVE    TUBES CARCINOTRONS)EXCL GRID CNTRLLD TUBES,85,4713,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:40
854081,RECEIVER/AMPLIFIER VALVES AND TUBES,85,4714,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:45
854089,OTHER VALVES AND TUBES,85,4715,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:50
854091,PARTS OF CATHODE-RAY TUBES,85,4716,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:32:55
854099,OTHR PRTS OF THE TUBS AND VLVS OF HDG 8540,85,4717,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:00
854110,"DIODES,OTHER THAN PHOTOSENSITIVE          OR LIGHT EMITTING DIODES",85,4718,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:05
854121,"TRNSISTRS,OTHR THN PHOTOSENSITV TRNSISTRS WTH A DISSIPATION RATE OF LESS THN 1 W",85,4719,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:10
854129,"OTHER TRANSISTOR,OTHER THAN               PHOTOSENSITIVE TRANSISTORS",85,4720,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:15
854130,"THYRISTORS,DIACS AND TRIACS,OTHER           THN PHOTOSENSITIVE DEVICES",85,4721,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:20
854141,Light-emiting diodes (LED),85,4722,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:25
854142,Photovoltaic cells not assembled in modules or made up into panels,85,4723,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:30
854143,Photovoltaic cells  assembled in modules or made up into panels,85,4724,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:35
854149,Other,85,4725,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:40
854151,Semiconductor -based transducers,85,4726,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:45
854159,Other,85,4727,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:50
854160,MOUNTED PIEZO-ELECTRIC CRYSTALS,85,4728,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:33:55
854190,PARTS OF ITEMS OF HDNG 8541,85,4729,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:00
854231,"PROCESSORS AND CONTROLLERS, WHETHER OR NOT COMBINED WITH MEMORIES, CONVERTERS, LOGIC CIRCUITS, AMPLIFIERS, CLOCK",85,4730,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:05
854232,MEMORIES,85,4731,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:10
854233,AMPLIFIERS,85,4732,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:15
854239,OTHER,85,4733,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:20
854290,PARTS OF ELECTRONIC INTGRTD CIRCTS        AND MICRO ASSMBLIES,85,4734,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:25
854310,PARTICLE ACCELERATORS:,85,4735,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:30
854320,SIGNAL GENERATORS,85,4736,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:35
854330,"MACHINES AND APPARATUS FOR ELECTRO-PLATING, ELECTROLYSIS/ELECTROPHORESIS",85,4737,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:40
854340,Electronic cigarettes and similar personal electric vaporising devices,85,4738,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:45
854370,OTHER MACHINES AND APPARATUS:,85,4739,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:50
854390,PARTS OF ARTICLES OF HEADING 8543,85,4740,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:34:55
854411,WINDING WIRE OF COPPER,85,4741,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:00
854419,"WINDING WIRES OF OTHR METLS,/SUBSTANCES EXCL COPPER",85,4742,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:05
854420,CO-AXIAL CBL AND OTHR CO-AXL ELCTRCL CONDUCTORS,85,4743,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:10
854430,IGNTN WIRING SETS AND OTHR WIRING SETS OF   A KIND USED IN VEHICLES AIRCRAFT/SHIPS,85,4744,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:15
854442,OTHER ELECTRIC CONDUCTORS < 1000V FITTED WITH CONNECTORS:,85,4745,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:20
854449,OTHER ELECTRIC CONDUCTORS < 1000V NOT FITTED WITH CONNECTORS:,85,4746,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:25
854460,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE  EXCEEDING 1000 V",85,4747,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:30
854470,OPTICAL FIBRE CABLES,85,4748,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:35
854511,ELECTRODES OF A KIND USED FOR FURNACES,85,4749,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:40
854519,OTHER ELECTRODES,85,4750,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:45
854520,BRUSHES,85,4751,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:50
854590,OTHR ARTCLS USED FOR ELECTRICAL PURPOSES,85,4752,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:35:55
854610,ELECTRICAL INSULATORS OF GLASS,85,4753,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:00
854620,ELECTRCL INSULATORS OF CERAMICS,85,4754,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:05
854690,ELCTRL INSLTRS OF OTHR MATRLS,85,4755,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:10
854710,INSLTNG FITTINGS OF CERAMICS,85,4756,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:15
854720,INSLTNG FTTNGS OF PLASTICS,85,4757,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:20
854790,OTHR INSLTNG FTTNGS,85,4758,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:25
854800,"electrical parts of machinery or apparatus, not specified or included elsewhere in this chapter",85,4759,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:30
854911,Waste and scrap of lead-acid accumulators; spent lead-acid accumulators,85,4760,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:35
854913,"Sorted by chemical type and not containing lead, cadmium or mercury",85,4761,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:40
854919,other,85,4762,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:45
854921,CONT PRIMARY(P) CELLS P BATT ELECT ACCU Hg SWITCH GLS FROM CATHODE RAY TUBES/ACT GLS/ELECT/ELEC COMP CONT Cad Hg Pb/PCBs,85,4763,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:50
854929,Other,85,4764,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:36:55
854931,CONT PRIMARY(P) CELLS P BATT ELECT ACCU Hg SWITCH GLS FROM CATHODE RAY TUBES/ACT GLS/ELECT/ELEC COMP CONT Cad Hg Pb/PCBs,85,4765,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:37:00
854939,Other,85,4766,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:37:05
854991,CONT PRIMARY(P) CELLS P BATT ELECT ACCU Hg SWITCH GLS FROM CATHODE RAY TUBES/ACT GLS/ELECT/ELEC COMP CONT Cad Hg Pb/PCBs,85,4767,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:37:10
854999,Other,85,4768,Machinery & Electrical Equipment,Capital Goods,2023-01-01 15:37:15
860110,RAIL LOCOMOTIVES POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY,86,4769,Transportation Equipment,Capital Goods,2023-01-01 15:37:20
860120,RAIL LCMTVS PWRD BY ELCTRC ACUMLTRS,86,4770,Transportation Equipment,Capital Goods,2023-01-01 15:37:25
860210,DIESEL-ELECTRIC LOCOMOTIVES,86,4771,Transportation Equipment,Capital Goods,2023-01-01 15:37:30
860290,RAIL LOCOMOTIVES EXCL THOSE OF 8601AND860210,86,4772,Transportation Equipment,Capital Goods,2023-01-01 15:37:35
860310,COACHS PWRD FROM EXTRNL SOURCE OF ELCTRCTY,86,4773,Transportation Equipment,Capital Goods,2023-01-01 15:37:40
860390,"OTHR RLWAY/TRMWAY COACHES ETC,SLF-PRPLD",86,4774,Transportation Equipment,Capital Goods,2023-01-01 15:37:45
860400,"RLWAY/TRMWAY MAINTNANC/SRVC VHCLS,W/N SLF PRPLD(E.G.WRKSHOPS,CRNS,BALAST TMPRS,     TRCKLNRS,TSTNG COCHS AND TRCK INSPCT",86,4775,Transportation Equipment,Capital Goods,2023-01-01 15:37:50
860500,"RLWAY/TRMWAY PASNGR COACHS,LUGAGE VANS,   POST OFFCE COACHS AND OTHR SPCL RLWAY/TRMWAYCOACHS,NT SLF-PRPLD(EXCL ITMS OF 8",86,4776,Transportation Equipment,Capital Goods,2023-01-01 15:37:55
860610,TANK WAGONS AND THE LIKE,86,4777,Transportation Equipment,Capital Goods,2023-01-01 15:38:00
860630,"SLF-DISCHARGING VANS AND WAGONS,OTHER     THAN THOSE OF SUBHDG NO.860610/860620",86,4778,Transportation Equipment,Capital Goods,2023-01-01 15:38:05
860691,"OTHR VANS AND WAGONS,COVERED AND CLOSED",86,4779,Transportation Equipment,Capital Goods,2023-01-01 15:38:10
860692,"OTHR RLWAY/TRMWAY GOODS VANS,OPEN,WTH NON-RMOVBL SIDES OF A HGHT>60CM,NT SLF-PRPLD",86,4780,Transportation Equipment,Capital Goods,2023-01-01 15:38:15
860699,"OTHR RLWAY/TRMWAY GOODS VANS,NT SLF-PRPLD",86,4781,Transportation Equipment,Capital Goods,2023-01-01 15:38:20
860711,DRIVING BOGIES AND BISSEL-BOGIES,86,4782,Transportation Equipment,Capital Goods,2023-01-01 15:38:25
860712,OTHER BOGIES AND BISSEL-BOGIES,86,4783,Transportation Equipment,Capital Goods,2023-01-01 15:38:30
860719,OTHER INCLUDING PARTS :,86,4784,Transportation Equipment,Capital Goods,2023-01-01 15:38:35
860721,AIR BRAKES AND PARTS THEREOF,86,4785,Transportation Equipment,Capital Goods,2023-01-01 15:38:40
860729,OTHR BRAKES AND PARTS THEREOF,86,4786,Transportation Equipment,Capital Goods,2023-01-01 15:38:45
860730,"HOOKS AND OTHR CUPLING DEVICES,BUFFRS AND PRTS",86,4787,Transportation Equipment,Capital Goods,2023-01-01 15:38:50
860791,PARTS OF LOCOMOTIVES,86,4788,Transportation Equipment,Capital Goods,2023-01-01 15:38:55
860799,OTHR PARTS OF OTHR COACHES/CARIAGES,86,4789,Transportation Equipment,Capital Goods,2023-01-01 15:39:00
860800,"RLWAY/TRMWAY TRCK FXTRS AND FTNGS;MCHNCL AND  ELCTRO-MCHNCL SGNLNG,TRFC CNTRL EQPMNT FR ROADS,INLND WTRWAYS ETC,PRTS OF",86,4790,Transportation Equipment,Capital Goods,2023-01-01 15:39:05
860900,CONTAINERS SPECIALLY DESIGNED ANDEQUIPPED   FOR CARRIAGE BY ONE/MORE MODES OF TRNSPORT,86,4791,Transportation Equipment,Capital Goods,2023-01-01 15:39:10
870110,SINGLE AXLE TRACTORS,87,4792,Transportation Equipment,Capital Goods,2023-01-01 15:39:15
870121,Road tractors for semi-trailers With internal combustion piston engine (diesel or semi-diesel),87,4793,Transportation Equipment,Capital Goods,2023-01-01 15:39:20
870122,Road tractors for semi-trailers With piston engine (diesel or semi-diesel),87,4794,Transportation Equipment,Capital Goods,2023-01-01 15:39:25
870123,ROAD TRACTORS FOR SEMI-TRAILERS WITH BOTH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINE AND ELECTRIC MOTOR,87,4795,Transportation Equipment,Capital Goods,2023-01-01 15:39:30
870124,ROAD TRACTORS FOR SEMI-TRAILERS WITH ONLY ELECTRIC MOTOR,87,4796,Transportation Equipment,Capital Goods,2023-01-01 15:39:35
870129,Road tractors for semi-trailers: Other,87,4797,Transportation Equipment,Capital Goods,2023-01-01 15:39:40
870130,TRACK-LAYING TRACTORS,87,4798,Transportation Equipment,Capital Goods,2023-01-01 15:39:45
870191,"OTHER TRACTORS, OF AN ENGINE POWERNOT EXCEEDING 18 KW",87,4799,Transportation Equipment,Capital Goods,2023-01-01 15:39:50
870192,"OTHER TRACTORS, OF AN ENGINE POWEREXCEEDING 18 KW BUT NOT EXCEEDING 37 KW",87,4800,Transportation Equipment,Capital Goods,2023-01-01 15:39:55
870193,"OTHER TRACTORS, OF AN ENGINE POWEREXCEEDING 37 KW BUT NOT EXCEEDING 75 KW",87,4801,Transportation Equipment,Capital Goods,2023-01-01 15:40:00
870194,"OTHER TRACTORS, OF AN ENGINE POWEREXCEEDING 75 KW BUT NOT EXCEEDING 130 KW",87,4802,Transportation Equipment,Capital Goods,2023-01-01 15:40:05
870195,"OTHER TRACTORS, OF AN ENGINE POWEREXCEEDING 130 KW",87,4803,Transportation Equipment,Capital Goods,2023-01-01 15:40:10
870210,WITH ONLY COMPRESSION-IGNITION  INTERNAL COMBUSTION PISTON ENGINE (DIESEL OR SEMI-DIESEL):,87,4804,Transportation Equipment,Capital Goods,2023-01-01 15:40:15
870220,WITH BOTH COMPRESSION-IGNITION  INTL COMB PISTON ENGINE (DIESEL OR SEMI-DIESEL) AND ELEC MOTOR AS MOTORS FOR PROPULSION:,87,4805,Transportation Equipment,Capital Goods,2023-01-01 15:40:20
870240,WITH ONLY ELECTRIC MOTOR FOR PROPULSION,87,4806,Transportation Equipment,Capital Goods,2023-01-01 15:40:25
870290,OTHER,87,4807,Transportation Equipment,Capital Goods,2023-01-01 15:40:30
870310,VHCL FR TRVLNG ON SNOW;GOLF CAR AND THE LIKE,87,4808,Transportation Equipment,Capital Goods,2023-01-01 15:40:35
870321,VHCL WTH SPRK-IGNTN INTRNL CMBSTN RCPRCTNGPISTON ENGNE OF CYLNDR CPCTY<=1000CC,87,4809,Transportation Equipment,Capital Goods,2023-01-01 15:40:40
870322,VEHICLES WITH SPARK-IGNITION INTERNAL     COMBUSTION RECIPROCATING PISTON ENGINE OF CYLINDR CAPACITY>1000CC BT NT>1500CC,87,4810,Transportation Equipment,Capital Goods,2023-01-01 15:40:45
870323,VEHICLES WITH SPARK-IGNITION INTERNAL     COMBUSTION RECIPROCATING ENGINE OF        A CYLINDER CAPACITY>1500 CC BT<=3000,87,4811,Transportation Equipment,Capital Goods,2023-01-01 15:40:50
870324,VHCL WTH SPRK-IGNTN INTRNL CMBSTN RCPRCTNGPSTN ENGN OF CYLNDR CPCTY>3000 CC,87,4812,Transportation Equipment,Capital Goods,2023-01-01 15:40:55
870331,"OTHR VHCLS,WTH CMPRSN IGNTN INTRNL CMBSTN PISTON ENGINE(DIESEL/SEMI-DISESEL),       OF A CYLINDER CAPACITY<=1500 CC",87,4813,Transportation Equipment,Capital Goods,2023-01-01 15:41:00
870332,"VHCLS,WTH CMPRSN/IGNTN INTRNL CMBSTN PSTN WTH  CYLNDR CPCTY>1500 CC BT<=2500 CC",87,4814,Transportation Equipment,Capital Goods,2023-01-01 15:41:05
870333,"VHCLS,WTH CMPRSN IGNTN INTRNL CMBSTN PSTN ENGINE OF CYLINDER CAPACITY>2500 CC",87,4815,Transportation Equipment,Capital Goods,2023-01-01 15:41:10
870340,"OTH VECH,WTH BTH SPARK-IGNI INTL COMB RECIT  PISTN ENGN AND ELEC MOTOR,OTH THN THOSE CAPBL PLUGBLE TO EXTNL SOURCE OF ELEC PW",87,4816,Transportation Equipment,Capital Goods,2023-01-01 15:41:15
870350,"OTH VECH, WTH BTH COMP-IGNT INTNL COMB PISTON ENGN AND ELECTRIC MOTOR, OTH THN THOSE CAPBL PLUGBLE TO EXTNL SOURCE OF ELEC PW",87,4817,Transportation Equipment,Capital Goods,2023-01-01 15:41:20
870360,"OTH VECH, WTH BTH SPARK-IGNT INTNL COMB RECING PISTN ENGN AND ELECT MOTOR, CAPBL PLUGBLE TO EXTNL SOURCE OF ELEC POWER",87,4818,Transportation Equipment,Capital Goods,2023-01-01 15:41:25
870380,"OTHER VEHICLES,  WITH ONLY ELECTRIC MOTOR FOR PROPULSION:",87,4819,Transportation Equipment,Capital Goods,2023-01-01 15:41:30
870390,"OTHR MOTOR CARS AND MOTOR VHCLS PRNCPLY FOR THE TRNSPRT OF PERSONS,INCLD STN WAGN ETC",87,4820,Transportation Equipment,Capital Goods,2023-01-01 15:41:35
870410,DUMPERS DESIGNED FR OFF-HIGHWAY USE,87,4821,Transportation Equipment,Capital Goods,2023-01-01 15:41:40
870421,G.V.W.NOT EXCEEDING 5 TONNES,87,4822,Transportation Equipment,Capital Goods,2023-01-01 15:41:45
870422,G.V.W. >5 TONS BT<=20 TONNES,87,4823,Transportation Equipment,Capital Goods,2023-01-01 15:41:50
870423,G.V.W. EXCEEDING 20 TONNES,87,4824,Transportation Equipment,Capital Goods,2023-01-01 15:41:55
870431,G.V.W NOT EXCEEDING 5 TONNES,87,4825,Transportation Equipment,Capital Goods,2023-01-01 15:42:00
870432,G.V.W. EXCEEDING 5 TONNES,87,4826,Transportation Equipment,Capital Goods,2023-01-01 15:42:05
870443,G.V.W. EXCEEDING 20 TONNES,87,4827,Transportation Equipment,Capital Goods,2023-01-01 15:42:10
870460,OTHER WITH ONLY ELECTRIC MOTOR FOR PROPULSION,87,4828,Transportation Equipment,Capital Goods,2023-01-01 15:42:15
870490,OTHR MOTOR VEHICLES FR TRNSPORT OF GOODS,87,4829,Transportation Equipment,Capital Goods,2023-01-01 15:42:20
870510,CRANE LORRIES,87,4830,Transportation Equipment,Capital Goods,2023-01-01 15:42:25
870520,MOBILE DRILLING DERRICKS,87,4831,Transportation Equipment,Capital Goods,2023-01-01 15:42:30
870530,FIRE FIGHTING VEHICLES,87,4832,Transportation Equipment,Capital Goods,2023-01-01 15:42:35
870540,CONCRETE-MIXER LORRIES,87,4833,Transportation Equipment,Capital Goods,2023-01-01 15:42:40
870590,OTHR SPCL PURPOSE MOTOR VEHICLES,87,4834,Transportation Equipment,Capital Goods,2023-01-01 15:42:45
870600,"CHASSIS FITED WTH ENGINES,FOR MOTOR       VEHICLES OF HEADINGS NOS 8701 TO 8705",87,4835,Transportation Equipment,Capital Goods,2023-01-01 15:42:50
870710,BODIES FOR VEHICLS OF HDG NO 8703,87,4836,Transportation Equipment,Capital Goods,2023-01-01 15:42:55
870790,OTHER BODIES,87,4837,Transportation Equipment,Capital Goods,2023-01-01 15:43:00
870810,BUMPERS AND PRTS THEREOF,87,4838,Transportation Equipment,Capital Goods,2023-01-01 15:43:05
870821,SAFETY SEAT BELTS,87,4839,Transportation Equipment,Capital Goods,2023-01-01 15:43:10
870822,"FRONT WINDSCREENS,WINDSHIELDS,REAR WINDOWS,OTHER WINDOWS",87,4840,Transportation Equipment,Capital Goods,2023-01-01 15:43:15
870829,OTHR PRTS AND ACCSSRS OF BODIES(INCL CABS),87,4841,Transportation Equipment,Capital Goods,2023-01-01 15:43:20
870830,BRAKES AND SERVO-BRAKES; PARTS THEREOF,87,4842,Transportation Equipment,Capital Goods,2023-01-01 15:43:25
870840,GEAR BOXES,87,4843,Transportation Equipment,Capital Goods,2023-01-01 15:43:30
870850,DRIVE AXLES WITH DIFFERENTIAL W/N PROVIDEDWITH OTHER TRANSMISSION COMPONENTS,87,4844,Transportation Equipment,Capital Goods,2023-01-01 15:43:35
870870,ROAD WHEELS AND PRTS AND ACCSSRS THEREOF,87,4845,Transportation Equipment,Capital Goods,2023-01-01 15:43:40
870880,SUSPENSION SHOCK ABSORBERS,87,4846,Transportation Equipment,Capital Goods,2023-01-01 15:43:45
870891,RADIATORS,87,4847,Transportation Equipment,Capital Goods,2023-01-01 15:43:50
870892,SILENCERS AND EXHAUST PIPES,87,4848,Transportation Equipment,Capital Goods,2023-01-01 15:43:55
870893,CLUTCHES AND PRTS THEREOF,87,4849,Transportation Equipment,Capital Goods,2023-01-01 15:44:00
870894,"STERNG WHEELS,STERNG COLUMNS AND STERNG BOXS",87,4850,Transportation Equipment,Capital Goods,2023-01-01 15:44:05
870895,SAFETY AIRBAGS WITH INFLATER SYSTEM; PARTS THEREOF,87,4851,Transportation Equipment,Capital Goods,2023-01-01 15:44:10
870899,OTR PRTSANDACCSSRS OF VHCLS OF HDG 8701-8705,87,4852,Transportation Equipment,Capital Goods,2023-01-01 15:44:15
870911,ELECTRICAL VEHICLES OF HEADING 8709,87,4853,Transportation Equipment,Capital Goods,2023-01-01 15:44:20
870919,OTHER VEHICLES OF HEADING 8709,87,4854,Transportation Equipment,Capital Goods,2023-01-01 15:44:25
870990,PARTS OF THE VEHICLES OF HDG 8709,87,4855,Transportation Equipment,Capital Goods,2023-01-01 15:44:30
871110,MOTOR CYCL ETC WTH  INTRNL CMBSTN PISTON ENGN OF CYLNDR CPCTY<=50 CC,87,4856,Transportation Equipment,Capital Goods,2023-01-01 15:44:35
871120,MOTOR CYCL ETC WTH  INTRNL CMBSTN PSTN ENGN OF CYLNDR CPCTY>50 CC TO 250 CC,87,4857,Transportation Equipment,Capital Goods,2023-01-01 15:44:40
871130,MOTOR CYCL ETC WTH  INTRNL CMBSTN PSTN ENGN OF CYLNDR CAP>250 C TO 500 CC,87,4858,Transportation Equipment,Capital Goods,2023-01-01 15:44:45
871140,MOTOR CYCL ETC WTH  INTRNL CMBSTN  PSTN ENGN OF CYLNDR CPCTY>500 CC TO 800 CC,87,4859,Transportation Equipment,Capital Goods,2023-01-01 15:44:50
871150,MOTOR CYCL ETC WTH  INTRNL CMBSTN PISTON ENGINE OF CYLNDR CAPACITY>800 CC,87,4860,Transportation Equipment,Capital Goods,2023-01-01 15:44:55
871160,WITH ELECTRIC MOTOR FOR PROPULSION,87,4861,Transportation Equipment,Capital Goods,2023-01-01 15:45:00
871190,OTHER:,87,4862,Transportation Equipment,Capital Goods,2023-01-01 15:45:05
871200,"BICYCLES AND OTHERCYCLES(INCL DELIVERY    TRICYCLES),NOT MOTORISED",87,4863,Transportation Equipment,Capital Goods,2023-01-01 15:45:10
871310,INVALID CARRIAGES NT MCHNCLY PRPLD,87,4864,Transportation Equipment,Capital Goods,2023-01-01 15:45:15
871390,OTHR INVALID CARRIAGES,87,4865,Transportation Equipment,Capital Goods,2023-01-01 15:45:20
871410,OF MOTORCYCLES (INCLUDING MOPEDS):,87,4866,Transportation Equipment,Capital Goods,2023-01-01 15:45:25
871420,PRTS AND ACCSSRS OF INVALID CARRIAGES,87,4867,Transportation Equipment,Capital Goods,2023-01-01 15:45:30
871491,"FRAMES,FORKS AND PRTS THEREOF",87,4868,Transportation Equipment,Capital Goods,2023-01-01 15:45:35
871492,"WHEEL,RIMS AND SPOKES",87,4869,Transportation Equipment,Capital Goods,2023-01-01 15:45:40
871493,"HUBS,EXCL COASTER BRKNG HUBS AND HUB BRAKES,AND FREE-WHEEL,SPROCKET-WHEELS",87,4870,Transportation Equipment,Capital Goods,2023-01-01 15:45:45
871494,"BRAKES,INCL COASTER BRAKING HUBS          AND HUB BRAKES AND PRTS THEREOF",87,4871,Transportation Equipment,Capital Goods,2023-01-01 15:45:50
871495,SADDLES OF BICYCLES AND OTHER CYCLES,87,4872,Transportation Equipment,Capital Goods,2023-01-01 15:45:55
871496,PEDALS AND CRANK-GEAR AND PRTS THEREOF,87,4873,Transportation Equipment,Capital Goods,2023-01-01 15:46:00
871499,OTHR PRTSANDACCSSRS OF BICYCLESAND OTHR CYCLES,87,4874,Transportation Equipment,Capital Goods,2023-01-01 15:46:05
871500,BABY CARRIAGES AND PARTS THEREOF,87,4875,Transportation Equipment,Capital Goods,2023-01-01 15:46:10
871610,TRLRS AND SEMI-TRLRS OF CARAVAN TYPE,87,4876,Transportation Equipment,Capital Goods,2023-01-01 15:46:15
871620,SELF-LOADING OR SELF-UNLOADING TRAILERS AND SEMI-TRAILERS FOR AGRICULTURL PURPOSES,87,4877,Transportation Equipment,Capital Goods,2023-01-01 15:46:20
871631,TANKER TRAILERS AND TANKER SEMI-TRAILERS,87,4878,Transportation Equipment,Capital Goods,2023-01-01 15:46:25
871639,OTHR TRLRS AND SEMI-TRLR FR TRNSPRT OF GOODS,87,4879,Transportation Equipment,Capital Goods,2023-01-01 15:46:30
871640,OTHER TRAILERS AND SEMI-TRAILERS,87,4880,Transportation Equipment,Capital Goods,2023-01-01 15:46:35
871680,OTHER VEHICLES :,87,4881,Transportation Equipment,Capital Goods,2023-01-01 15:46:40
871690,PARTSANDACCESSORIES OF VEHICLES OF HDG 8716,87,4882,Transportation Equipment,Capital Goods,2023-01-01 15:46:45
